"","GENENAME","estimate","se","p","fdr"
"PMCH","PMCH",-1.04550479451156,0.31672854066961,3.13662245433583e-11,6.5808201702717e-11
"PMEPA1","PMEPA1",0.298456377191646,0.284870659235169,0.0102334991118281,0.0117023095329128
"PMF1","PMF1",-0.0741112327826758,0.168381087188683,3.55493880406612e-09,6.52597726477468e-09
"PMFBP1","PMFBP1",-0.541012519351374,0.210712121985903,2.60118632098812e-18,7.91864981552983e-18
"PML","PML",-0.0927826598322451,0.0892978264216061,0.0120202532063973,0.0136589092043672
"PMM1","PMM1",1.65473862906003,0.109457440478379,2.05588193297349e-71,4.97381354637875e-70
"PMM2","PMM2",-0.0364069034327357,0.0699754085101731,0.0165604385609611,0.0186330371671349
"PMP22","PMP22",1.33462998302665,0.446890128560739,2.0259899165224e-11,4.29480996907678e-11
"PMPCA","PMPCA",-0.196207266941686,0.116063009865218,2.51612773278116e-12,5.60641490140288e-12
"PMPCB","PMPCB",-0.213440589898919,0.0578241658777254,1.54516702562254e-13,3.6887531299609e-13
"PMS1","PMS1",-0.483773905597382,0.122448334901086,1.99001152423621e-30,1.02674933562998e-29
"PMS2","PMS2",-0.304278379249078,0.0921160848494912,5.23170614533198e-14,1.2829564375096e-13
"PMVK","PMVK",0.277956420321339,0.0970038112500521,1.79147214865295e-06,2.73734184665162e-06
"PNKD","PNKD",0.254924845696799,0.0970471742783799,2.24604918704044e-05,3.16499626770953e-05
"PNKP","PNKP",0.174779000589257,0.0377127052363347,0.000149881624347253,0.000197809177803011
"PNMA1","PNMA1",-0.235307835396808,0.156581428514399,0.000186004997195837,0.000243807673342369
"PNMA3","PNMA3",-0.566381659576999,0.195343272922727,0.000388332907571296,0.000497612939909693
"PNMAL1","PNMAL1",-1.88109344644716,0.380836095981312,2.60861689747856e-09,4.83725921961166e-09
"PNN","PNN",-0.538768668044439,0.099575537950167,5.16524170014521e-22,1.86534805694261e-21
"PNO1","PNO1",0.0447971957348905,0.10401431694451,0.000131096993168295,0.000173943541375791
"PNOC","PNOC",1.34950708009978,0.344622297405411,1.35229060702947e-25,5.78795940146415e-25
"PNP","PNP",-0.0414058425251679,0.214571747680787,0.000169751884474381,0.000223093373180805
"PNPLA1","PNPLA1",2.91250017339923,0.474313935204637,2.15079027649448e-90,8.79754524436902e-89
"PNPLA2","PNPLA2",0.372206256522093,0.0990173039798037,3.91752444683048e-13,9.1557615335997e-13
"PNPLA4","PNPLA4",-0.388857207083329,0.0550272075206216,2.80370244310742e-10,5.54359969772552e-10
"PNPLA6","PNPLA6",0.608433811204236,0.118097421831505,2.72812616266205e-21,9.52004858228273e-21
"PNPLA7","PNPLA7",-0.561353880660096,0.132274516218643,5.32657176611355e-11,1.10054129026297e-10
"PNPLA8","PNPLA8",0.717933221391129,0.1335844983055,4.0636743487043e-37,2.78307915837902e-36
"PNPO","PNPO",0.248472544573806,0.168854336821613,2.68792536334658e-06,4.06226201116231e-06
"PNPT1","PNPT1",-0.356388277555675,0.0842833225176684,3.55314300968933e-15,9.26666547860038e-15
"PNRC1","PNRC1",0.258391470161234,0.196650230473617,2.40812132665979e-12,5.37783642612223e-12
"PNRC2","PNRC2",-0.151864697015341,0.15604923048485,0.00118508283304296,0.0014604038680723
"POC1A","POC1A",-0.0801446155449568,0.201285222559986,0.000565550049720629,0.000715838179692115
"POC1B","POC1B",-0.159288687857579,0.0473872984748296,0.000406300887330678,0.000519853752756859
"POC5","POC5",-0.260524234048311,0.0683563905192004,5.19171420099512e-10,1.009754479321e-09
"PODNL1","PODNL1",0.194635855365832,0.109299617592111,0.120148806671627,0.126706055268218
"PODXL","PODXL",-0.425085527060872,0.290258469484065,1.52568136023894e-07,2.50762016444684e-07
"PODXL2","PODXL2",-0.655650622894009,0.212026326930423,2.92982852356076e-06,4.4143985969549e-06
"POFUT1","POFUT1",0.169972325600469,0.0880664568943998,3.20810492692055e-06,4.82269170815046e-06
"POFUT2","POFUT2",-0.124699384543207,0.134572597985437,4.67593497702352e-08,7.95677684510522e-08
"POGK","POGK",0.0345894322111675,0.0468100221931997,0.182642263682038,0.19008401369304
"POGLUT1","POGLUT1",-0.123699422500592,0.11595377459606,1.11712394535344e-05,1.6069034829658e-05
"POGZ","POGZ",-0.241219484208832,0.132055791152539,1.3451035557421e-17,3.96208058005401e-17
"POLA1","POLA1",-0.391328945443841,0.156510113694474,1.42858134911887e-14,3.61257781996217e-14
"POLA2","POLA2",-0.0138943714145792,0.139619590804127,0.00021864776793875,0.000285431496136756
"POLB","POLB",-0.211761790030683,0.141861706603236,6.35549324150139e-09,1.14707257094149e-08
"POLD1","POLD1",-0.101119434199138,0.196967897586359,5.20323831503262e-06,7.67556644737058e-06
"POLD2","POLD2",-0.579186788463044,0.190171766568891,1.01434691455207e-27,4.71447533147727e-27
"POLD3","POLD3",0.331696203032232,0.111491021113835,1.0479181231599e-09,1.99765685777904e-09
"POLD4","POLD4",0.820937055961986,0.0685853378867853,1.32235556413287e-52,1.60776284779097e-51
"POLDIP2","POLDIP2",-0.0490459052850086,0.0502645223464562,0.135533462576712,0.142337639408029
"POLDIP3","POLDIP3",-0.0154743131012476,0.0924286341859999,3.37085254139767e-06,5.05776601541112e-06
"POLE","POLE",-0.339253249170768,0.129420190439498,1.16693634337951e-10,2.36547058842751e-10
"POLE2","POLE2",-0.545494279205296,0.140545513989203,1.57416511788875e-09,2.96382274568647e-09
"POLE3","POLE3",-0.0246408997570623,0.130827800698287,1.13274281264539e-06,1.7537770159883e-06
"POLE4","POLE4",1.10805053507063,0.108344287603518,3.5040758362214e-61,5.79291870535324e-60
"POLG","POLG",-0.026776169196297,0.0662836064191564,0.00122747197234055,0.00151013941982115
"POLG2","POLG2",-0.328886325675753,0.0464819734119709,2.1558185956373e-10,4.29324221915187e-10
"POLH","POLH",-0.193894518420719,0.162922042183528,4.9881848518244e-07,7.91341653888655e-07
"POLI","POLI",-0.429155606151992,0.0544101131737576,7.75926603690401e-13,1.77954804696086e-12
"POLK","POLK",0.151182901356314,0.0444396118658177,0.0212892778783856,0.0237338460790882
"POLL","POLL",-0.226987916186939,0.0603945587132917,1.08114869767496e-09,2.05902607174801e-09
"POLM","POLM",-0.168923864227926,0.0622699237295676,0.000660305903341005,0.00083188200333065
"POLN","POLN",-0.262597570559081,0.0962020864799868,0.00500395496225043,0.00586067853150319
"POLQ","POLQ",-0.0560966545004352,0.245241425398505,0.00174483063139014,0.00212272271110352
"POLR1A","POLR1A",-0.556713945322817,0.144352383302424,6.7304792082124e-37,4.55445673765504e-36
"POLR1B","POLR1B",-0.436419607239984,0.13517573771089,9.68654719389307e-22,3.45413335077619e-21
"POLR1C","POLR1C",-0.469444843938003,0.15408030954268,3.53134227595933e-19,1.11761678039734e-18
"POLR1D","POLR1D",-0.154018413216128,0.0687130957937576,2.03833350530636e-07,3.32178035510154e-07
"POLR1E","POLR1E",-0.38298838676185,0.0957894052939076,1.22726587252853e-16,3.46410853229953e-16
"POLR2A","POLR2A",-0.111117716238538,0.141979169644356,2.2829534385007e-07,3.70824164553409e-07
"POLR2B","POLR2B",0.0239219624169941,0.0670232020293387,0.0130272528767095,0.0147637237923901
"POLR2C","POLR2C",-0.103347908246863,0.0805564022154437,1.31971382256163e-07,2.17781140024277e-07
"POLR2D","POLR2D",-0.291304130025798,0.0662768915428464,5.06241380478891e-15,1.31080947397003e-14
"POLR2E","POLR2E",0.345886902434393,0.0428278105312351,8.80561004821646e-14,2.12473497676709e-13
"POLR2F","POLR2F",-0.130639156178567,0.0793112211244938,0.00125184323440471,0.00153869165831467
"POLR2G","POLR2G",0.179207345509822,0.0357873975240891,3.82264539326761e-06,5.70687923191576e-06
"POLR2H","POLR2H",-0.33928935096952,0.0458040515928472,1.45845162017406e-12,3.29848938531861e-12
"POLR2I","POLR2I",-0.151068966097922,0.0548811290976864,0.102574747710408,0.108625197686565
"POLR2J","POLR2J",0.45774562688719,0.0899907266913458,5.9067436339145e-19,1.85118403039717e-18
"POLR2J3","POLR2J3",0.0226589506814933,0.0628116764202851,0.848753064375505,0.851184406880245
"POLR2K","POLR2K",0.238091861775909,0.0667275567523404,7.39736813879548e-09,1.32826780745335e-08
"POLR2L","POLR2L",0.459112261582401,0.0626597492276837,3.87661011712924e-11,8.08255214997186e-11
"POLR3A","POLR3A",-0.4219854561508,0.109539495088246,1.3027865273999e-29,6.52379807978164e-29
"POLR3B","POLR3B",-0.263615507375458,0.0675395524386657,1.00557733936403e-05,1.45224303208566e-05
"POLR3C","POLR3C",-0.113619542038869,0.0528532652256469,4.93682984953885e-08,8.387537210828e-08
"POLR3D","POLR3D",-0.673144263375534,0.118038584682102,3.21740659045382e-47,3.22907172396052e-46
"POLR3E","POLR3E",-0.462246280968896,0.116127460697321,1.59031299414372e-36,1.06285769619835e-35
"POLR3F","POLR3F",-0.175454917649895,0.08120041922063,2.17652078299846e-07,3.5377750757928e-07
"POLR3G","POLR3G",-0.984439633423897,0.15105470790853,5.9196793471547e-39,4.39562964873252e-38
"POLR3GL","POLR3GL",0.180659673027603,0.0744462263121464,6.93952408622619e-05,9.41109208138889e-05
"POLR3H","POLR3H",-0.112264505059137,0.116616996612368,2.82401211322355e-05,3.95228879291005e-05
"POLR3K","POLR3K",0.133021046141435,0.124782836650726,0.00093938670393913,0.00116900365258625
"POLRMT","POLRMT",-0.298714018775856,0.0410872193720469,3.82660836091454e-11,7.98249549946825e-11
"POM121","POM121",-0.144598872638471,0.160330928263686,4.53377590902773e-12,9.95306799062285e-12
"POMC","POMC",0.414509777242687,0.237731003853579,0.488301238336924,0.49491226497994
"POMGNT1","POMGNT1",-0.637551948042371,0.084116458457173,8.40083388071393e-50,9.19918359541287e-49
"POMP","POMP",0.42350484519268,0.0901212289312059,1.87049205060253e-18,5.73383128465668e-18
"POMT1","POMT1",-0.484291444687087,0.0798818850886561,3.89191179924843e-20,1.28860712507522e-19
"POMT2","POMT2",-0.63393973835991,0.0999168047204688,2.3878105962524e-38,1.73199936180331e-37
"POMZP3","POMZP3",0.0752109935132711,0.197271556103393,3.45727739041173e-06,5.1822154361001e-06
"PON2","PON2",-0.834008082674205,0.154504781052515,2.62614792337181e-06,3.97141897241705e-06
"POP1","POP1",-0.497184954761402,0.188881209121479,6.84062242689732e-14,1.66443026875222e-13
"POP4","POP4",0.270273018907239,0.0562578925873755,5.53363064770006e-13,1.28395332552775e-12
"POP5","POP5",-0.133395080767785,0.0811004524035888,0.00624630025741692,0.00726497087786141
"POP7","POP7",0.0865303793824066,0.0589954108626012,0.386584868403515,0.393747422003889
"POPDC2","POPDC2",-0.0350479273519266,0.0684344556379707,0.571140354015921,0.576859027055707
"POR","POR",0.8946754792994,0.0851373312056008,1.95326736454345e-55,2.63602510659418e-54
"PORCN","PORCN",0.286333351211289,0.0685251923593794,3.06033388498726e-08,5.27165763140425e-08
"POT1","POT1",-0.349337212369732,0.0922393145100838,9.12862252813239e-22,3.26006582515331e-21
"POU2AF1","POU2AF1",0.774075512149423,0.285174625267126,8.64296276058589e-09,1.54354367200681e-08
"POU2F1","POU2F1",-0.275441898196184,0.136349100632727,3.47426638832655e-06,5.2063694851128e-06
"POU2F2","POU2F2",2.59733786707424,0.20262375373055,6.95915421959326e-167,5.91677233398704e-164
"POU6F1","POU6F1",0.449124697149752,0.232462025227987,5.58530763080559e-10,1.08417998580363e-09
"PPA1","PPA1",0.20461742528745,0.0701082682204301,0.00256415837207371,0.00307580138091236
"PPA2","PPA2",-0.25039378820313,0.0497975827032282,5.72606441759642e-07,9.056250965008e-07
"PPAN","PPAN",-0.45381167838839,0.0716601748657855,1.29860572965749e-12,2.94705510011689e-12
"PPAP2A","PPAP2A",-0.877048944483985,0.309752874598745,2.14961282364026e-17,6.2498391401539e-17
"PPAP2B","PPAP2B",0.859771415812739,0.231632403302168,2.11718761225776e-08,3.69081490168485e-08
"PPAPDC1B","PPAPDC1B",-0.494814767271265,0.102344760461054,1.15134348646e-27,5.34078001532868e-27
"PPAPDC2","PPAPDC2",-0.418526102827663,0.0880959241907547,8.22158634510549e-07,1.28511545982654e-06
"PPAPDC3","PPAPDC3",-0.392983946843607,0.241469755507964,0.376625296898735,0.384013269572181
"PPARA","PPARA",-0.190793855163872,0.0992028265591444,5.73584980535549e-06,8.43928556651995e-06
"PPARD","PPARD",1.22720310167058,0.0986182624881698,3.48205176307986e-43,3.04308826255063e-42
"PPARG","PPARG",3.89415088167032,0.383472476929877,1.16489452276583e-98,6.21782040559714e-97
"PPARGC1A","PPARGC1A",1.22330368488816,0.266600287367663,3.01299102989792e-10,5.94654820574944e-10
"PPARGC1B","PPARGC1B",0.69879790913226,0.121644853801067,5.14381338161078e-19,1.61761719105187e-18
"PPAT","PPAT",-0.731822103988749,0.167526268913629,3.1648765517891e-35,1.99214836572954e-34
"PPBP","PPBP",0.549669906394382,0.3842621821488,0.00343036930169226,0.0040705498751912
"PPCDC","PPCDC",0.197079382038935,0.0929613102832295,0.000276312743738849,0.000357883633158164
"PPCS","PPCS",0.306050847807702,0.0747118413867884,1.45867908963563e-15,3.89122752217234e-15
"PPDPF","PPDPF",0.540626006846119,0.094041346876223,1.24322310768385e-14,3.15389698439064e-14
"PPFIA1","PPFIA1",0.460836163645392,0.0530394324884468,1.74079964483377e-29,8.66251595838478e-29
"PPFIA3","PPFIA3",-0.157135042837278,0.200130343978406,0.0843160577480873,0.089808862225994
"PPFIA4","PPFIA4",1.6147800317543,0.484275724222891,5.84585203872201e-24,2.31943922723027e-23
"PPFIBP1","PPFIBP1",-0.815521268222478,0.156566730578067,6.66891491061373e-27,2.99773769565843e-26
"PPFIBP2","PPFIBP2",2.42732067279215,0.204421836141762,1.20013914034664e-123,1.44295517045919e-121
"PPHLN1","PPHLN1",-0.208541360236528,0.0356087334555232,4.94484620028921e-16,1.35027539165044e-15
"PPIA","PPIA",0.0895317635716045,0.0709052951212229,0.00427729815189851,0.00503288650672677
"PPIB","PPIB",0.43265814875059,0.0737680158396171,2.4511758638171e-15,6.46066127258966e-15
"PPID","PPID",-0.121119761744163,0.052830374848901,0.00210432228486758,0.00254369332352785
"PPIE","PPIE",-0.0576401427159225,0.0419033577788239,0.128782735448114,0.135511041375433
"PPIF","PPIF",0.924685828135785,0.186706025726842,2.11474467476642e-37,1.46518078368712e-36
"PPIG","PPIG",0.0349318523543228,0.0665251510296786,0.0575090900182653,0.0619484795011233
"PPIH","PPIH",0.021071243117118,0.0585595151674351,0.155528820990745,0.162733786590439
"PPIL1","PPIL1",-0.319975184604547,0.172131274127404,8.17529991704219e-10,1.57053897534786e-09
"PPIL2","PPIL2",0.0436960967161195,0.0693817123362337,0.00125592400329302,0.00154338874780063
"PPIL3","PPIL3",-0.239453740522018,0.0690667894400431,8.35551067643014e-07,1.30519217298619e-06
"PPIL4","PPIL4",-0.0468436610769083,0.119389688544879,2.11933645246245e-05,2.99388343148119e-05
"PPIL6","PPIL6",-1.09719614491544,0.0836799221059194,2.04547169765942e-36,1.36246500376274e-35
"PPIP5K1","PPIP5K1",-0.579521439619483,0.0739491305947146,2.06639990569325e-36,1.37409821661826e-35
"PPIP5K2","PPIP5K2",-0.286020015379982,0.0475364884870388,1.45015294093836e-08,2.5556959514346e-08
"PPM1A","PPM1A",0.0590852902769937,0.206713032434475,9.17256412656934e-11,1.87189892550578e-10
"PPM1B","PPM1B",0.0940989986952809,0.088439227810101,4.58547061423385e-05,6.30336721575535e-05
"PPM1D","PPM1D",0.0220148765077001,0.164566144079547,1.25402295598335e-07,2.07314378403747e-07
"PPM1F","PPM1F",0.174023866925543,0.0653978372675883,0.0380099997284865,0.0415266660640821
"PPM1G","PPM1G",0.130697373003427,0.0472544265442094,0.00457986728476052,0.00537721052382171
"PPM1H","PPM1H",-1.05761762160589,0.158736580624042,2.14506094593442e-21,7.52066581427318e-21
"PPM1K","PPM1K",-0.75878213571077,0.0710378706147915,1.30168321887151e-28,6.24252028776294e-28
"PPM1L","PPM1L",-0.03531101915267,0.0813710760160217,0.305249057428139,0.312952586612157
"PPM1M","PPM1M",1.60909821460447,0.11399832042792,1.44919033673587e-94,6.50932550119512e-93
"PPM1N","PPM1N",1.09862166326081,0.196148429897573,1.31971581013451e-22,4.90280190013455e-22
"PPME1","PPME1",-0.430738333769332,0.0737174846631306,5.52584731971767e-26,2.39527169142751e-25
"PPOX","PPOX",-0.418094956375773,0.0547834099503552,3.70310345366878e-12,8.17016504337712e-12
"PPP1CA","PPP1CA",0.51998032362178,0.0580233514420309,4.58169115224954e-30,2.32265203514593e-29
"PPP1CB","PPP1CB",0.308554923859749,0.160865234615349,9.65075440499553e-16,2.59834719933639e-15
"PPP1CC","PPP1CC",0.36318303793897,0.0409776459043774,5.14219488287249e-16,1.40255604241135e-15
"PPP1R10","PPP1R10",-0.104956303677161,0.0730059660385323,0.0352082818146489,0.0385648457200483
"PPP1R11","PPP1R11",0.48953497124287,0.0443635071939717,8.34365522356585e-25,3.46164266734417e-24
"PPP1R12A","PPP1R12A",0.0152099099012769,0.0826114923013247,0.00288885854552297,0.0034506310731014
"PPP1R12B","PPP1R12B",0.051362040600767,0.0802997622203319,0.0487145202210883,0.0527663057777427
"PPP1R12C","PPP1R12C",0.442699078754747,0.0428223244864618,1.38483074155312e-22,5.13989408066939e-22
"PPP1R13B","PPP1R13B",0.977238782893239,0.215621391177075,4.22460511576259e-29,2.07191902319415e-28
"PPP1R13L","PPP1R13L",-0.248318585756099,0.0974362617137058,2.17367723920141e-05,3.06737168680668e-05
"PPP1R14A","PPP1R14A",0.851409950707437,0.304026401293144,4.31008492127985e-06,6.40166468904343e-06
"PPP1R14B","PPP1R14B",-0.391059890738774,0.151288375415682,4.56633271769221e-12,1.00208440889916e-11
"PPP1R14C","PPP1R14C",1.92618095750474,0.374444369249386,6.03147556512814e-23,2.27551992556958e-22
"PPP1R15A","PPP1R15A",0.713227115724374,0.238047551909117,7.94852951047345e-17,2.26288798763849e-16
"PPP1R15B","PPP1R15B",0.51919413040732,0.158390986887395,1.30903026686714e-16,3.68790231160226e-16
"PPP1R16A","PPP1R16A",-0.380227325860815,0.0830866912993304,9.1731382277369e-11,1.87189892550578e-10
"PPP1R16B","PPP1R16B",-0.340862543549799,0.547929641124768,1.82232950341125e-11,3.87481030351986e-11
"PPP1R2","PPP1R2",0.381134784097333,0.166265213522589,5.80808599084802e-22,2.09115691315983e-21
"PPP1R3B","PPP1R3B",0.436687511646575,0.182769273191439,1.45907166649509e-07,2.40145603516193e-07
"PPP1R3D","PPP1R3D",0.315191826638965,0.0892561577515886,1.53873656386953e-07,2.52872860965608e-07
"PPP1R3E","PPP1R3E",-0.550688112450831,0.126625447007051,2.94912002515749e-24,1.18712802365403e-23
"PPP1R3F","PPP1R3F",-0.340177651397324,0.0605842803576562,7.46228506949498e-07,1.17073387613284e-06
"PPP1R7","PPP1R7",0.33521821292943,0.0761084496880435,5.44711638515159e-18,1.63276319144949e-17
"PPP1R8","PPP1R8",-0.0573646909225262,0.0806227317187842,0.000785210166347935,0.000982585850508775
"PPP1R9A","PPP1R9A",-1.85625413265597,0.246373172779896,6.82719936882593e-12,1.48238150469053e-11
"PPP1R9B","PPP1R9B",0.842565503386752,0.060889455877789,8.59972037229601e-69,1.87477054196776e-67
"PPP2CA","PPP2CA",0.316869329235983,0.148110269756281,7.30232309336045e-19,2.27716928950142e-18
"PPP2CB","PPP2CB",0.0839472132562169,0.0785265583070097,0.0156251329177818,0.0176123065454883
"PPP2R1A","PPP2R1A",0.0829766003719385,0.0336940144232406,0.0896338668278877,0.0952770063272323
"PPP2R1B","PPP2R1B",0.0228655289811318,0.0835510935283326,0.0375683840220418,0.0410630371914016
"PPP2R2A","PPP2R2A",0.0258914378401075,0.162196757789857,4.17815985956339e-10,8.1703034020672e-10
"PPP2R2B","PPP2R2B",0.202461901916824,0.142851508689347,0.233700836389333,0.241449618569762
"PPP2R2D","PPP2R2D",-0.193476936519557,0.11299899242102,8.71823658362505e-08,1.4562611570992e-07
"PPP2R3A","PPP2R3A",-0.918104105194861,0.280596044185118,5.8730649418247e-10,1.13892297169338e-09
"PPP2R3C","PPP2R3C",0.372599747349968,0.0437109615926226,7.94506761114746e-28,3.70863293237209e-27
"PPP2R4","PPP2R4",0.208564081846038,0.0598895009752913,4.56767061342106e-05,6.27962385210797e-05
"PPP2R5A","PPP2R5A",0.359794686711043,0.0642836334716608,7.85340431498835e-23,2.94793666229285e-22
"PPP2R5B","PPP2R5B",0.407439615395386,0.158380160562407,2.23119695289809e-12,4.991155296062e-12
"PPP2R5C","PPP2R5C",0.34428739476042,0.0890929955667332,1.55475755998192e-24,6.35954612936933e-24
"PPP2R5D","PPP2R5D",-0.13506751850837,0.0718636170400004,3.07906514895072e-07,4.95941981975107e-07
"PPP2R5E","PPP2R5E",-0.09763024997632,0.0594684208669236,0.000178937210642525,0.000234827962323922
"PPP3CA","PPP3CA",0.0953643523526291,0.0457730488967748,0.0965452396287422,0.102394902192009
"PPP3CB","PPP3CB",0.126497166836262,0.0780598234029821,1.30614760838533e-05,1.87291591165048e-05
"PPP3CC","PPP3CC",0.228726673684401,0.0932351559667196,1.45132918879939e-08,2.55739027894584e-08
"PPP3R1","PPP3R1",0.186253927239603,0.121319220154811,6.57860228679576e-11,1.3535886433834e-10
"PPP4C","PPP4C",0.54173703768132,0.0713407356803333,6.43768070887886e-35,3.99310648659641e-34
"PPP4R1","PPP4R1",0.0996338475207644,0.111245967468316,1.00191266461611e-10,2.03827120001269e-10
"PPP4R2","PPP4R2",0.0514772538605582,0.155718977820841,8.84240959343109e-08,1.47575997462998e-07
"PPP5C","PPP5C",-0.201347327389742,0.122451190762993,8.69845145713619e-11,1.77838659729117e-10
"PPP6C","PPP6C",0.363723236887801,0.115050324308057,9.90537296878069e-39,7.28699965682302e-38
