"","GENENAME","estimate","se","p","fdr"
"THOC3","THOC3",-0.289398903853991,0.0884244523685404,7.04518538126598e-06,1.02869040227195e-05
"THOC5","THOC5",-0.0821972956114125,0.0280223434743181,0.0251011698304512,0.0278322519321714
"THOC6","THOC6",0.156372654357499,0.0678268226831256,0.00139710137663903,0.00171316551829962
"THOC7","THOC7",-0.0228194891426768,0.0430367590799829,0.682629302223094,0.686957776831374
"THOP1","THOP1",-0.516352947870841,0.134125243216268,1.66806390647395e-28,7.97068032065812e-28
"THRA","THRA",-0.152383763941469,0.13490385932708,1.46971444708458e-06,2.25962426551895e-06
"THRAP3","THRAP3",-0.0491394078614906,0.0658693483567864,0.0189453547768849,0.0212121679907121
"THSD1","THSD1",-0.931856118703721,0.26325489964958,6.97008242011853e-20,2.28931818561454e-19
"THTPA","THTPA",0.0241839622682031,0.113589312820256,0.000231018771805599,0.00030108578132071
"THUMPD1","THUMPD1",-0.221535735110682,0.138361701208757,2.11679497796234e-09,3.95110720129931e-09
"THUMPD2","THUMPD2",-0.321610961631538,0.18674800648281,1.56398691558886e-18,4.80788642981772e-18
"THUMPD3","THUMPD3",-0.0177667799304395,0.0803494091686779,8.23505213083519e-05,0.000110934614659723
"THYN1","THYN1",-0.402780867407435,0.0811049616352784,3.06603175689923e-21,1.06710456147285e-20
"TIA1","TIA1",-0.771807968687585,0.089212508390207,3.39628338287868e-45,3.18565493352285e-44
"TIAF1","TIAF1",-0.676192498040323,0.0850332364697809,2.82661612484932e-18,8.59611950283123e-18
"TIAL1","TIAL1",-0.2275038144293,0.0689420296382516,5.87571005709795e-12,1.28257063652369e-11
"TIAM1","TIAM1",0.394669109060506,0.183203943883079,0.0455373620452234,0.0494554033233845
"TIAM2","TIAM2",0.0960366442493892,0.15979880412321,1.0288021894568e-08,1.82992116872449e-08
"TICAM1","TICAM1",1.09832595014481,0.180898587865407,1.54909625204379e-45,1.46806470446475e-44
"TICAM2","TICAM2",2.43413461582516,0.363106630276804,3.28737900836653e-100,1.79493909800857e-98
"TIE1","TIE1",-1.46177778522537,0.227901317934901,3.04476763853368e-26,1.33242166181862e-25
"TIFA","TIFA",-0.017571963155987,0.0748450524198705,0.701169271392222,0.705376761103923
"TIFAB","TIFAB",2.56819031741898,0.80548269695247,6.17138474728422e-38,4.38032156511175e-37
"TIGD1","TIGD1",-0.763377365006253,0.17338620516416,1.83949121305388e-36,1.22732421014464e-35
"TIGD2","TIGD2",-0.652834069196519,0.104317360872988,1.11006290620642e-28,5.34077557501011e-28
"TIGD5","TIGD5",-0.305501892684291,0.135293618015592,3.63161055506874e-09,6.66261720668668e-09
"TIGD6","TIGD6",-0.0684574597050963,0.0654144089005028,0.138587492746223,0.145442331701489
"TIGD7","TIGD7",-0.765611833063919,0.135444567708473,9.21101383735221e-23,3.4455907512886e-22
"TIGIT","TIGIT",0.92339767426878,0.189553943652057,4.5177135216475e-11,9.38142778230463e-11
"TIMD4","TIMD4",2.33675574883787,0.63763984195004,2.68203144436246e-31,1.43153822802056e-30
"TIMELESS","TIMELESS",-0.168926224144026,0.182532074039997,0.00105537803008445,0.00130610986609432
"TIMM10","TIMM10",0.246951833973666,0.0632766564219517,0.0018521485405077,0.00224799878430337
"TIMM13","TIMM13",-0.408244033509762,0.12771053574704,6.97035238538952e-18,2.08044394291102e-17
"TIMM17A","TIMM17A",0.100788035950416,0.156284187590319,1.53444695572328e-11,3.27555992000972e-11
"TIMM17B","TIMM17B",0.38695260599485,0.0435031993904526,1.57897980448309e-16,4.42538182546791e-16
"TIMM22","TIMM22",-0.0134030658163697,0.0758764072318737,0.0112769539540011,0.0128449361640647
"TIMM44","TIMM44",-0.184354873847189,0.0851812905582446,5.48416467782224e-08,9.28431406060563e-08
"TIMM50","TIMM50",-0.20835830966668,0.07123485044681,3.50912403147182e-07,5.62471092736454e-07
"TIMM8A","TIMM8A",-0.528472510601933,0.0846308262909329,3.49754997009238e-28,1.65007282179982e-27
"TIMM8B","TIMM8B",0.250098411577302,0.055514672359642,0.000204164378813213,0.000267022151523313
"TIMM9","TIMM9",-0.323954198514031,0.0771474631807692,6.2626118178594e-12,1.36402321075902e-11
"TIMP1","TIMP1",1.15530358211843,0.176740302470046,5.7932627846344e-43,5.03704944671317e-42
"TIMP2","TIMP2",0.661587526136906,0.107629223872671,1.51162771825616e-27,6.98482326490802e-27
"TIMP3","TIMP3",-0.0109595020642325,0.351281392031141,0.0111795688928747,0.0127413259796906
"TINF2","TINF2",0.26082302006791,0.0455576445438745,9.94239502655616e-18,2.94535410654798e-17
"TIPARP","TIPARP",0.1892862618559,0.220784754296824,8.87053806440207e-05,0.000119225400384573
"TIPIN","TIPIN",-0.286624408846658,0.154407580664247,8.00334702076914e-08,1.34098873294222e-07
"TIPRL","TIPRL",-0.114847261580917,0.069959995402929,0.000251716029563222,0.000327164872230949
"TIRAP","TIRAP",0.503626819414507,0.124431409363917,2.1005183767529e-25,8.891347879975e-25
"TJAP1","TJAP1",-0.179576504232121,0.043941053726497,1.45511973908353e-06,2.23805275285065e-06
"TJP2","TJP2",0.844979559802275,0.125182420861286,1.12364871486326e-21,4.00083477505753e-21
"TJP3","TJP3",0.216099439587476,0.285919724398455,0.00169147042274149,0.00206012201390483
"TK1","TK1",-0.0273979915809754,0.207569760527468,0.0233883714780296,0.0260030620713159
"TK2","TK2",0.801614081407885,0.117138461529202,2.80236185317168e-47,2.8220400286212e-46
"TKT","TKT",0.930938374111668,0.0653200940388779,3.64303351286553e-43,3.18144005162424e-42
"TKTL1","TKTL1",1.11575220655409,0.184024848108113,6.77694909556557e-08,1.14031700713199e-07
"TLCD1","TLCD1",-0.0924628847157759,0.114801696717484,0.203921470239253,0.211582745838374
"TLE1","TLE1",0.184149818259363,0.201323144467548,0.0398677421057582,0.0434964009426984
"TLE2","TLE2",-0.0105032774520756,0.229185887591512,0.0586442379087445,0.0631483954973571
"TLE3","TLE3",0.273559194782049,0.285966844240329,1.18482592309249e-13,2.84219729193268e-13
"TLE4","TLE4",0.896373722679415,0.106230044508185,1.01763264420219e-49,1.11025493711629e-48
"TLK1","TLK1",-0.29894836492415,0.0832984717335087,7.10543528092014e-12,1.54251315244925e-11
"TLK2","TLK2",-0.0975505255800953,0.159723927847619,1.6513431342027e-11,3.51752636478431e-11
"TLN1","TLN1",0.904664478745064,0.119731365318184,4.67065063949664e-52,5.54837869879526e-51
"TLN2","TLN2",-1.11249386867109,0.199641151888406,3.04813182215785e-25,1.28295307917769e-24
"TLR1","TLR1",1.55268495316846,0.176692229418386,6.16846991919202e-76,1.6878918953596e-74
"TLR10","TLR10",0.940169068471604,0.186912882798252,1.37200211352414e-11,2.93510804408301e-11
"TLR2","TLR2",1.57302745929626,0.0752610671183374,1.97574051767694e-93,8.71008865996613e-92
"TLR3","TLR3",-1.35238070924757,0.147973102819172,6.30762580994421e-23,2.37819670623269e-22
"TLR4","TLR4",2.10801306067116,0.107046576924699,4.23329300834888e-83,1.42341487792024e-81
"TLR5","TLR5",3.20370935115918,0.242489683536577,1.10902475340432e-110,8.14859360479727e-109
"TLR6","TLR6",0.97744932525301,0.101654009165098,2.01662751200298e-23,7.78589596995506e-23
"TLR7","TLR7",3.37256028794249,0.260928684459888,7.77430721706337e-103,4.69733902561956e-101
"TLR8","TLR8",3.93854036679241,0.446464076361953,5.24922712823025e-122,5.8393972436752e-120
"TM2D1","TM2D1",-0.0994105626344934,0.0371505750864756,0.0847880401312212,0.0902873538810097
"TM2D2","TM2D2",0.276981671977073,0.0419090338969688,1.985255890926e-09,3.71315224225206e-09
"TM2D3","TM2D3",0.229477167144176,0.0873015634529331,1.39971732804758e-10,2.82291347945617e-10
"TM4SF1","TM4SF1",-2.43262451020591,0.224331243268746,1.62633353839231e-24,6.64775003691058e-24
"TM6SF1","TM6SF1",1.13345385641887,0.16315714067981,2.18239358714839e-22,8.02999408588171e-22
"TM7SF2","TM7SF2",-0.830603359852119,0.113675655737099,5.49479224977833e-42,4.60271021457505e-41
"TM7SF3","TM7SF3",-0.694393818737626,0.228062655250887,5.0933544044329e-23,1.92831416908285e-22
"TM9SF1","TM9SF1",-0.194133874519442,0.0939156251046624,3.47879367742406e-05,4.82893074546689e-05
"TM9SF2","TM9SF2",0.338924148572734,0.0613045020942381,6.52857299200018e-16,1.77378690535901e-15
"TM9SF3","TM9SF3",0.0247822606222124,0.0853659396528175,0.0018838976134803,0.00228490251612553
"TM9SF4","TM9SF4",0.447133451472935,0.0913733462566979,2.75915321599343e-30,1.41500218569452e-29
"TMBIM1","TMBIM1",0.26884813505304,0.0817751761437404,2.49211385564902e-05,3.50302683322984e-05
"TMBIM4","TMBIM4",0.376349611154537,0.150073358772879,8.44884266867726e-14,2.04279045877037e-13
"TMBIM6","TMBIM6",0.527014741889901,0.0456091323078373,6.77972754081829e-46,6.51850540536027e-45
"TMC4","TMC4",0.496025655420661,0.275084256480815,4.71117051156491e-07,7.48792396837457e-07
"TMC6","TMC6",0.263268220351445,0.086664311636438,1.48712068929274e-06,2.28550000834751e-06
"TMC8","TMC8",0.223404867417321,0.0982814500712966,0.000292619037633556,0.000378345036384121
"TMCC1","TMCC1",0.0325011488210482,0.0645643982225529,0.0109648309118242,0.0125097653928346
"TMCC2","TMCC2",-0.144917269367231,0.280935846688447,0.0122863512215709,0.0139506285023713
"TMCC3","TMCC3",1.8376227817856,0.315692321240148,2.65423058753867e-45,2.49749459948402e-44
"TMCO1","TMCO1",-0.00633395900688548,0.0712813447421388,0.0303793215494006,0.0334602632000107
"TMCO3","TMCO3",-0.474963342426269,0.162679217942597,6.42039545341603e-19,2.00898967092563e-18
"TMCO4","TMCO4",0.214470536089142,0.0639951298562087,0.000104461764468176,0.000139661730030855
"TMCO6","TMCO6",0.33077788320354,0.108527063064725,1.02494631933472e-09,1.95543132537926e-09
"TMED1","TMED1",-0.118407798007004,0.0437182479979752,0.0351583841424878,0.0385137351783575
"TMED10","TMED10",0.284422254641459,0.0674791541193073,1.29831555755951e-09,2.45845531047262e-09
"TMED2","TMED2",0.159391117733098,0.0662107696353282,4.11015023112202e-06,6.11691900488189e-06
"TMED3","TMED3",-0.144996707099495,0.104903087139655,9.87962231608287e-05,0.000132324906524513
"TMED4","TMED4",-0.00708048633737499,0.0800870376939599,5.24761172681537e-08,8.89649941379909e-08
"TMED5","TMED5",0.562830256108826,0.1263732788346,1.89652873464761e-43,1.67714573020138e-42
"TMED6","TMED6",-0.249650314268915,0.135299624581453,1.94935556169506e-05,2.76261212654558e-05
"TMED7","TMED7",0.48746253857426,0.089395535373313,7.47507538458842e-27,3.34495572566752e-26
"TMED8","TMED8",-0.143294510848009,0.0477779365761515,0.0102114796861723,0.0116804961276676
"TMED9","TMED9",0.108271969728664,0.0401168027034375,0.0940859208410088,0.099866659155567
"TMEM101","TMEM101",0.0380475516973314,0.113453456180619,0.000210115559989075,0.000274654679392703
"TMEM102","TMEM102",-0.00609651167721428,0.0956336465817946,0.0959920768633269,0.101835444822119
"TMEM104","TMEM104",1.29597449464021,0.171296086992882,1.14890923897936e-70,2.65543042166432e-69
"TMEM105","TMEM105",1.59486696649846,0.165299494714726,2.03141287617528e-19,6.50172290000386e-19
"TMEM106A","TMEM106A",-0.315795305766576,0.0864315189627089,1.08387252140482e-07,1.79934931970454e-07
"TMEM106B","TMEM106B",-0.387925017802204,0.0662258683102125,9.4273259264124e-12,2.03322088244404e-11
"TMEM106C","TMEM106C",-0.252084278820676,0.217490783708239,4.51310764189285e-07,7.18079404644441e-07
"TMEM107","TMEM107",0.424780423582013,0.105702826988287,7.96178607991227e-11,1.630577076896e-10
"TMEM109","TMEM109",0.259150950885008,0.071112781562513,3.77657304531064e-06,5.6416351604333e-06
"TMEM11","TMEM11",0.345433375638061,0.104223503939267,3.86887818920598e-16,1.06255784693398e-15
"TMEM110","TMEM110",0.234077188081825,0.0489008952330274,1.81663997306255e-06,2.77508542086287e-06
"TMEM115","TMEM115",0.208141693720056,0.0675072601540617,4.69762941808066e-06,6.95730782175116e-06
"TMEM116","TMEM116",0.11521503467462,0.0532378641532538,0.206767309346557,0.214404676640131
"TMEM117","TMEM117",0.433769582346659,0.251254076084459,0.00152537578734485,0.00186565433587811
"TMEM119","TMEM119",1.28197613861746,0.117937461872909,5.7254285435929e-25,2.38619663705834e-24
"TMEM120B","TMEM120B",-0.411994895701614,0.108077771010275,2.47938901968212e-16,6.88741234484088e-16
"TMEM121","TMEM121",-0.955620609468735,0.175773317308418,4.58730274347186e-06,6.80237505363717e-06
"TMEM123","TMEM123",-0.331364643459392,0.0453966440312871,4.83744271247441e-11,1.00261327888878e-10
"TMEM126A","TMEM126A",0.155057065542057,0.0489811585756829,0.00716552231678699,0.00829923247413794
"TMEM126B","TMEM126B",0.193237360413628,0.0742226388368054,8.19737517450732e-07,1.28166763039749e-06
"TMEM127","TMEM127",0.99725717076347,0.09358358740652,1.87531995112433e-92,8.11706668299379e-91
"TMEM128","TMEM128",-0.0311453135930431,0.0899663699568726,0.000234790979144691,0.000305868121348283
"TMEM129","TMEM129",-0.197065301030129,0.0573095582054278,5.1949144904981e-05,7.11811525042004e-05
"TMEM131","TMEM131",0.210115431402664,0.0777586689696265,1.15035068313485e-07,1.90466326072529e-07
"TMEM132A","TMEM132A",1.43214514257778,0.796273364292894,4.90156059831579e-77,1.40248259138829e-75
"TMEM134","TMEM134",-0.100339142952276,0.111634234237139,5.14013756594217e-06,7.58718470329981e-06
"TMEM135","TMEM135",-0.365331327915526,0.0431082170698034,5.20682766411104e-16,1.41953434919637e-15
"TMEM138","TMEM138",0.117982597672142,0.061736359608579,0.000436988966108062,0.000558398246224827
"TMEM140","TMEM140",0.136309703153698,0.102019563455847,0.0356141840696177,0.0389879180521162
"TMEM141","TMEM141",0.345692769593771,0.0559659426177386,4.33407345309764e-08,7.38878205560315e-08
"TMEM143","TMEM143",-0.110437546342623,0.117450978173367,2.86437762908217e-05,4.00736799705749e-05
"TMEM144","TMEM144",0.322940183750835,0.159978937706104,0.00928181888841208,0.0106611493031718
"TMEM147","TMEM147",-0.0209826474788808,0.049992897042155,0.568140152100671,0.573877480520561
"TMEM14A","TMEM14A",-0.447065460767871,0.119316524472875,3.76046981939715e-08,6.43578321499414e-08
"TMEM14B","TMEM14B",0.024915320959719,0.0788846229001606,0.0203631450815023,0.0227375718485105
"TMEM14C","TMEM14C",-0.200351877394665,0.0898863621116647,0.00035804717754788,0.000459645767294264
"TMEM150A","TMEM150A",-0.106300585845597,0.104917549337857,0.00372297098081913,0.00440370899182054
"TMEM150B","TMEM150B",2.36021729922176,0.195110426787268,1.07043640309545e-70,2.47887247199323e-69
"TMEM154","TMEM154",1.34395643419288,0.218421634603492,9.56898461357831e-72,2.32923566166508e-70
"TMEM156","TMEM156",-0.587438770525692,0.0779364371938193,7.7590710751502e-12,1.68103791422484e-11
"TMEM158","TMEM158",0.506710520876659,0.346388519667486,3.28301705184581e-06,4.93094662058306e-06
"TMEM159","TMEM159",-0.421948813985458,0.0625493377310359,8.30167510792492e-21,2.83543296440833e-20
"TMEM160","TMEM160",0.207203578560484,0.0777537015141232,0.133371048543667,0.140153225992343
"TMEM161A","TMEM161A",-0.491692446226203,0.0994722250867524,8.81215601408463e-20,2.87294146906736e-19
"TMEM161B","TMEM161B",-0.210089850640402,0.0495949699415326,8.09847370975075e-06,1.17699795564302e-05
"TMEM163","TMEM163",-1.61386481959474,0.242886088576267,2.11023839275556e-16,5.88523139385414e-16
"TMEM164","TMEM164",-0.515318149986717,0.108426317888244,3.98861509335328e-17,1.14871728662434e-16
"TMEM165","TMEM165",0.184313688892599,0.0801592874193671,3.56850803474214e-06,5.34020004243597e-06
"TMEM167A","TMEM167A",1.01982864840234,0.0666772509747928,1.53516313189498e-76,4.26940344835185e-75
"TMEM167B","TMEM167B",0.439178554083986,0.114397935464527,4.7552451450248e-24,1.89683924132809e-23
"TMEM168","TMEM168",0.0108043552585813,0.0741410627559544,0.180993006644736,0.188449943849921
"TMEM17","TMEM17",-1.4303876626311,0.189760737596698,4.85754547659616e-48,5.00600552449559e-47
"TMEM170A","TMEM170A",0.0125381243104484,0.132384662002522,3.51809977279368e-07,5.63757964399073e-07
"TMEM170B","TMEM170B",2.21595366854421,0.0916506932145251,7.1102454621918e-125,9.19926649309445e-123
"TMEM173","TMEM173",-0.163125474923902,0.133483007148232,6.70413235852487e-07,1.05520055852446e-06
"TMEM175","TMEM175",0.627536402541343,0.108635827244876,5.84778132373676e-26,2.53389665440257e-25
"TMEM176A","TMEM176A",3.24067743501561,0.248497676985421,2.11619988143966e-54,2.76499749602374e-53
"TMEM176B","TMEM176B",3.53806650713883,0.204678039694649,8.38980155967191e-64,1.52463828953855e-62
"TMEM177","TMEM177",-0.877437043767705,0.220987082816022,1.48992566274956e-33,8.76647808388928e-33
"TMEM179B","TMEM179B",0.198408524427808,0.0550682319788852,7.56702921806001e-05,0.000102248097153557
"TMEM18","TMEM18",-0.16133096291953,0.0689655443787233,3.77705969901072e-05,5.22252638363843e-05
"TMEM180","TMEM180",0.744863840799127,0.121307243867509,7.78400410010234e-38,5.49217550702538e-37
"TMEM181","TMEM181",-0.1887218906287,0.054480178870351,0.000374425817236296,0.000480257597259013
"TMEM182","TMEM182",-0.811758893697178,0.168254680631297,5.06120366878068e-26,2.19786600764307e-25
"TMEM183A","TMEM183A",0.0903397777796054,0.179187048780782,1.68418705123122e-15,4.4777481507271e-15
"TMEM184A","TMEM184A",-0.732169369015262,0.202379064175515,2.6418008472096e-11,5.56653487065601e-11
"TMEM184B","TMEM184B",-0.0307535530863372,0.0966765367468137,0.00341993726059657,0.00405978988858891
"TMEM184C","TMEM184C",-0.0840366447802976,0.0877702488585116,0.0123688794049208,0.0140363019884424
"TMEM185B","TMEM185B",-0.351944263146464,0.052756324739642,1.609638165334e-12,3.63213707715082e-12
"TMEM186","TMEM186",-0.366606741242259,0.155312679100384,2.2665310382606e-15,5.98591500963299e-15
"TMEM187","TMEM187",-0.117045156558417,0.185568130858572,0.00015027959881212,0.000198290440600894
"TMEM189","TMEM189",0.621606109392447,0.106928459117537,2.4518194054975e-41,1.994805631144e-40
"TMEM19","TMEM19",0.156614364751608,0.0992473497197104,0.0014129967217535,0.00173229992574229
"TMEM192","TMEM192",-0.0820125515131662,0.0898056856941467,6.0309593723509e-05,8.22768016150061e-05
"TMEM194A","TMEM194A",-0.468846638251229,0.180002242349213,2.11899613461139e-23,8.16259255348848e-23
"TMEM199","TMEM199",0.186761062551748,0.0924144130165388,1.26129246035685e-15,3.37298677951641e-15
"TMEM2","TMEM2",1.17835445973393,0.123995493674632,4.41923256115405e-48,4.55824308279174e-47
"TMEM200A","TMEM200A",-1.59264350924788,0.18316309313138,8.04198466487877e-16,2.17405731242453e-15
"TMEM200B","TMEM200B",-0.187618260228799,0.102719254881583,0.461190913747601,0.468152434448038
"TMEM201","TMEM201",-0.659057304830229,0.159148181010629,3.88430467334181e-37,2.66329945430804e-36
"TMEM203","TMEM203",0.17554927961313,0.115405164691087,6.34488736351015e-07,1.00043971768263e-06
"TMEM204","TMEM204",0.304757192329407,0.416698840772053,7.06328884645607e-08,1.18749049631874e-07
"TMEM205","TMEM205",0.0850454991088212,0.0599134524677622,0.264167514969151,0.271958651675991
"TMEM206","TMEM206",0.0571159083992611,0.127058147430801,1.61120222347718e-05,2.29568351281409e-05
"TMEM208","TMEM208",0.21129844779244,0.0667221598801262,9.97264730812377e-07,1.54966606930284e-06
"TMEM209","TMEM209",-0.0468138974630627,0.07244749299804,0.068389155039926,0.0732573895284592
"TMEM214","TMEM214",0.0900364080082122,0.0765164794983791,0.000134243988056004,0.000178019851808223
"TMEM216","TMEM216",-0.352640065340004,0.0796929212154584,2.56821957426186e-14,6.40467579979864e-14
"TMEM217","TMEM217",-1.05485124567736,0.179192108386109,1.23744833978577e-20,4.19281172458585e-20
"TMEM218","TMEM218",-0.060654340747025,0.0824252750558821,0.01466805579142,0.0165664548899584
"TMEM219","TMEM219",0.187730297945641,0.0896148390272608,6.62386858642511e-06,9.69074579452042e-06
"TMEM220","TMEM220",-1.08863617818837,0.101360440639504,2.17129548390587e-49,2.34314869854321e-48
"TMEM222","TMEM222",-0.173690127823576,0.085365295158469,3.25631928167043e-08,5.59953314211545e-08
"TMEM223","TMEM223",-0.0805377566554183,0.15058785765959,1.75520319506333e-06,2.68364593845071e-06
"TMEM229B","TMEM229B",0.732768266495943,0.244283655499098,9.29350686730809e-19,2.88149549991061e-18
"TMEM231","TMEM231",-0.864224145424956,0.186513341907058,1.69074503904179e-17,4.94834969257794e-17
"TMEM25","TMEM25",-1.42491100443617,0.120648180656281,2.3646013247068e-44,2.16173959815553e-43
"TMEM30A","TMEM30A",0.673286147448765,0.0497913966282257,1.06201907807426e-38,7.80321795451725e-38
"TMEM33","TMEM33",0.515850652266124,0.0852513363433924,7.35907394242855e-30,3.71322836527033e-29
"TMEM37","TMEM37",0.575234475042782,0.382296639548088,0.00223570147873086,0.00269486926462867
"TMEM38A","TMEM38A",2.69763344979575,0.293578746630807,8.48889263028313e-61,1.38605334675254e-59
"TMEM38B","TMEM38B",0.606048141489614,0.141921723430701,5.71654417384033e-13,1.32381372181365e-12
"TMEM39A","TMEM39A",0.393108900527481,0.191333401456915,1.09681006263232e-26,4.88049726187384e-26
"TMEM39B","TMEM39B",-0.01206362527176,0.0573334134826706,0.199020088463044,0.206677378553099
"TMEM40","TMEM40",0.514523261558568,0.159517419136207,0.00790418719068819,0.00913166457641091
"TMEM41A","TMEM41A",-0.373409035940954,0.158458486603332,2.89996050976718e-19,9.20486131940232e-19
"TMEM41B","TMEM41B",-0.0406840491158808,0.141539516401972,0.000588094355243412,0.000743898736499717
"TMEM42","TMEM42",-0.459513375918908,0.148129523539484,3.05735248912853e-22,1.11562436168292e-21
"TMEM43","TMEM43",-0.269237808236067,0.0560927998439274,1.70372233324331e-08,2.98841835139922e-08
"TMEM44","TMEM44",-0.709026566764861,0.1268583554532,2.3266199468369e-33,1.35687198565407e-32
"TMEM45A","TMEM45A",-1.01857784999471,0.418918932674196,2.27166188143535e-08,3.95026901018626e-08
"TMEM5","TMEM5",-0.554825263513779,0.0614688720970485,1.96687050160935e-43,1.73676999856499e-42
"TMEM50A","TMEM50A",0.324088397433622,0.0726234678305224,1.53297589489763e-20,5.17792624204497e-20
"TMEM50B","TMEM50B",0.427556262321112,0.224048563993704,9.46112295183857e-43,8.16056134027061e-42
"TMEM51","TMEM51",0.416715780109224,0.253096672761946,0.0014646043171232,0.00179372210996167
"TMEM53","TMEM53",-0.148510462665175,0.1847077483158,3.09056252642041e-16,8.52734486601348e-16
"TMEM55A","TMEM55A",0.528684997617783,0.130683329758759,2.52546617640765e-18,7.69404246167911e-18
"TMEM55B","TMEM55B",0.293877527763361,0.209246838846154,1.40727181082234e-22,5.21830416330787e-22
"TMEM56","TMEM56",0.687475313000748,0.243469641616149,0.0112694534348547,0.0128376212302685
"TMEM57","TMEM57",-0.340774542563436,0.165963493486545,3.62991751859007e-20,1.20420591482101e-19
"TMEM59","TMEM59",0.21855929000936,0.0352268784218524,4.8334561834887e-09,8.80781214820361e-09
"TMEM60","TMEM60",0.230960607718977,0.161974585321779,1.59571247922341e-06,2.44670432051993e-06
"TMEM62","TMEM62",-0.0469714924947133,0.0460050269931497,0.240072613853758,0.247817563325061
"TMEM63A","TMEM63A",-0.1989768493502,0.113670674451884,9.09393202946504e-05,0.000122158980867535
"TMEM63B","TMEM63B",1.23487075750167,0.10264733522609,1.65542719217934e-45,1.56633941721071e-44
"TMEM63C","TMEM63C",1.10755834361153,0.358372920314046,4.61361774849707e-08,7.85410355554357e-08
"TMEM64","TMEM64",-0.889555823155419,0.17790576197409,1.61757720893614e-28,7.73875462940793e-28
"TMEM65","TMEM65",-0.274178880131386,0.108541453369403,1.67811088715502e-05,2.38844360753393e-05
"TMEM66","TMEM66",0.10902313900105,0.12953799400041,4.28823142394807e-07,6.83212670850674e-07
"TMEM67","TMEM67",-1.45617066565228,0.202856614697605,6.31699441074573e-81,2.03219417489477e-79
"TMEM68","TMEM68",-0.392217116783292,0.10095564519532,5.63804590728081e-21,1.94070735784741e-20
"TMEM69","TMEM69",-0.0519147904411168,0.106574513897921,0.000949238934313888,0.00118064692112207
"TMEM70","TMEM70",0.261019951473817,0.127117125238789,1.32285429870811e-09,2.50332825397816e-09
"TMEM71","TMEM71",1.00890808748075,0.164879936187678,2.96774056720639e-40,2.31184659499068e-39
"TMEM79","TMEM79",0.22875557279942,0.251273516043748,1.40677323184277e-13,3.36579332233659e-13
"TMEM80","TMEM80",0.04352020392145,0.116712043991719,0.00364042326076516,0.00430949359252986
"TMEM81","TMEM81",-0.0981559231219227,0.143447198220597,0.00633379501816792,0.00736313723032061
"TMEM86A","TMEM86A",0.250765276860473,0.129393784390935,0.0784808109204454,0.0837208363851999
"TMEM86B","TMEM86B",-0.176285108780069,0.0966197744730075,0.0174742130120447,0.0196166705161151
"TMEM87A","TMEM87A",-0.0780978326552174,0.0999050736609062,5.95028660275746e-08,1.00448534154903e-07
"TMEM87B","TMEM87B",0.325098002371942,0.138863212060528,1.08545657069095e-14,2.76190456625361e-14
"TMEM88","TMEM88",0.977495067745734,0.125706354808588,3.9692277589531e-21,1.37502089682243e-20
"TMEM8A","TMEM8A",0.655228709308519,0.0580690989498426,8.32801690146445e-44,7.46448683570266e-43
"TMEM8B","TMEM8B",-0.419307148123863,0.144567025041717,7.32773877693871e-07,1.15023176397074e-06
"TMEM9","TMEM9",-0.519199512621511,0.0737279913891144,3.83638639942169e-25,1.61017303640043e-24
"TMEM91","TMEM91",0.340326496360896,0.138621265003702,7.54733129730931e-08,1.26672143868969e-07
"TMEM92","TMEM92",-1.35629038889255,0.289066935043812,6.74991685741064e-16,1.83099955227345e-15
"TMEM97","TMEM97",-0.127587235671274,0.202735805462518,9.36046145967131e-05,0.000125640737007365
"TMEM99","TMEM99",-0.0271481540594003,0.118068186631472,0.462688148262303,0.469552138184517
"TMEM9B","TMEM9B",0.628642782448565,0.0454388462804626,4.11757018624649e-46,3.98791195499528e-45
"TMF1","TMF1",-0.0411038474200576,0.0879492674807083,0.00924753497573948,0.0106227956780763
"TMIGD2","TMIGD2",-0.925500129021941,0.234883486309814,3.97614882598285e-07,6.347652826673e-07
"TMLHE","TMLHE",-0.27235052567947,0.0986961322327019,5.04147277774374e-10,9.81656313978141e-10
"TMOD1","TMOD1",0.356580357188986,0.208439152370112,0.000381487739923573,0.000489157445686771
"TMOD2","TMOD2",0.191306127981498,0.141150839743228,0.0226950650354729,0.0252537495669098
"TMOD3","TMOD3",0.0517162638766077,0.08367630448012,0.0611674518921561,0.0657880346862144
"TMPO","TMPO",0.207300688827404,0.107054393703584,0.000104285796113918,0.000139449236905716
"TMPPE","TMPPE",0.26326100027064,0.105243960998716,1.93373827076901e-06,2.95131255763091e-06
"TMPRSS13","TMPRSS13",1.29781842684514,0.264441274636954,9.76578747186454e-26,4.18890696495869e-25
"TMPRSS9","TMPRSS9",-1.02394217230836,0.321325863198085,9.54833924219446e-30,4.80160042246898e-29
"TMSB10","TMSB10",0.881081989809027,0.143756185936903,3.85798854161845e-36,2.53430671141746e-35
"TMSB15B","TMSB15B",-1.71795938615375,0.190120139894741,3.78391482695499e-63,6.69241280612857e-62
"TMSB4Y","TMSB4Y",-0.256652907180702,0.339223364481972,0.971211376484494,0.971946276634852
"TMTC1","TMTC1",2.54433438612482,0.181566394707082,1.29119981301592e-42,1.1080858957699e-41
"TMTC2","TMTC2",-0.0720834501369746,0.0987230864050175,0.418112945438534,0.425258343121838
"TMTC3","TMTC3",-0.273611710081234,0.0440693356338104,3.81593483356962e-08,6.52883028948961e-08
